fid,fname,tid,q,Lq,l,Ll,k,Lk,a,La,ktotal,Lktotal,w,Lw,t,Lt,lnvoyage_oper,lnF1tonnage,soil,woil,bone,L,voyage_oper,Ktotal,Q,A,W,rev,K,Kprime,exit,bk,bK,bW,bt,cons,omega
254,"Cook, E. & E. K. & Co.",1866,3.2183235,3.468251,4.8498335,4.5525203,6.6236224,6.3696156,2.5649493,2.4849067,11.297045,11.31901,13.890926,13.891262,66,65,1.9459101,6.7778363,.4019999988377094,.3980833333333333,0,127.7191305160522,7,80583.11661529541,24.9861946105957,13,1078332.5,.99310553,752.6666717529297,878.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.025416555
254,"Cook, E. & E. K. & Co.",1867,3.3873022,3.2183235,4.9853544,4.8498335,6.7778363,6.6236224,2.6390574,2.5649493,11.333413,11.297045,13.890308,13.890926,67,66,2.0794415,6.4795332,.4875833317637444,.4435833333333333,0,146.2554264068604,8,83567.78325653076,29.58602905273438,14,1077666.3,.97679836,878.1666717529297,651.66669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.024172287
254,"Cook, E. & E. K. & Co.",1868,3.4332323,3.3873022,4.6858339,4.9853544,6.4795332,6.7778363,2.7080503,2.6390574,11.310284,11.333413,13.889392,13.890308,68,67,1.7917595,6.4795332,.5097083272412419,.4663333333333334,0,108.4006443023682,6,81657.03327941895,30.97661018371582,15,1076679.3,.98674911,651.6666717529297,651.66669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.32066315
254,"Cook, E. & E. K. & Co.",1869,3.2099853,3.4332323,4.6718349,4.6858339,6.4795332,6.4795332,2.7725887,2.7080503,11.295695,11.310284,13.888688,13.889392,69,68,1.7917595,6.4795332,.4897499908693135,.1761666666666667,0,106.8937168121338,6,80474.44995880127,24.77872276306152,16,1075921.8,.76197827,651.6666717529297,651.66669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.087275967
254,"Cook, E. & E. K. & Co.",1870,3.3756156,3.2099853,4.6639204,4.6718349,6.4795332,6.4795332,2.8332133,2.7725887,11.247721,11.295695,13.888362,13.888688,70,69,1.7917595,5.7766199,.5125833214260638,.3648333333333333,0,106.0510387420654,6,76704.8666305542,29.24227905273438,17,1075570.9,.71729273,651.6666717529297,322.66669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.23988551
254,"Cook, E. & E. K. & Co.",1871,2.8253393,3.3756156,3.9731855,4.6639204,5.7766199,6.4795332,2.8903718,2.8332133,11.097065,11.247721,13.888494,13.888362,71,70,1.0986123,6.0848789,.3574999943375587,.062,0,53.15358924865723,3,65977.19995880127,16.86666679382324,18,1075712.3,.4187479,322.6666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.39759967
254,"Cook, E. & E. K. & Co.",1872,3.4765315,2.8253393,4.2743506,3.9731855,6.0848789,5.7766199,2.9444389,2.8903718,10.825562,11.097065,13.889244,13.888494,72,71,1.3862944,6.0848789,.5510000064969063,.442,0,71.8334789276123,4,50290.03326416016,32.34733200073242,19,1076519.6,.87792462,439.1666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.70286047
254,"Cook, E. & E. K. & Co.",1873,3.5522575,3.4765315,4.278935,4.2743506,6.0848789,6.0848789,2.9957323,2.9444389,10.693991,10.825562,13.89056,13.889244,73,72,1.3862944,6.0848789,.6380000114440918,.372,0,72.16355514526367,4,44090.11657714844,34.89200210571289,20,1077937.6,.94643116,439.1666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.75579756
254,"Cook, E. & E. K. & Co.",1874,3.1926961,3.5522575,4.2690291,4.278935,6.0848789,6.0848789,3.0445225,2.9957323,10.605635,10.693991,13.892193,13.89056,74,73,1.3862944,6.0848789,.3234999980777502,.552,0,71.45222854614258,4,40361.61659240723,24.35400009155273,21,1079698.8,.72357136,439.1666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.37422156
254,"Cook, E. & E. K. & Co.",1875,3.0404067,3.1926961,4.2596602,4.2690291,6.0848789,6.0848789,3.0910425,3.0445225,10.670996,10.605635,13.893816,13.892193,75,74,1.3862944,6.0848789,.4737499989569187,.00375,0,70.78592491149902,4,43087.81660461426,20.91374969482422,22,1081453.3,.66964537,439.1666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.20683783
254,"Cook, E. & E. K. & Co.",1876,3.3438418,3.0404067,4.2726908,4.2596602,6.0848789,6.0848789,3.1354942,3.0910425,10.751533,10.670996,13.895131,13.893816,76,75,1.3862944,6.0848789,.5505833365023136,.22375,0,71.71432876586914,4,46701.53327178955,28.32774925231934,23,1082876.3,.82473922,439.1666717529297,439.16669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.49698818
254,"Cook, E. & E. K. & Co.",1877,3.4408185,3.3438418,4.2764649,4.2726908,6.0848789,6.0848789,3.1780539,3.1354942,10.743607,10.751533,13.896301,13.895131,77,76,1.3862944,6.2219148,.5625,.3525,0,71.98551940917969,4,46332.8666305542,31.21249961853027,24,1084143.6,.74215078,439.1666717529297,503.66669,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.57724953
254,"Cook, E. & E. K. & Co.",1878,3.1859739,3.4408185,4.4413791,4.2764649,6.2219148,6.0848789,3.2188759,3.1780539,10.756312,10.743607,13.897457,13.896301,78,77,1.6094379,4.63796,.3300000000745058,.5275000000000001,0,84.89194393157959,5,46925.28330993652,24.19083404541016,25,1085397.8,.53404999,503.6666717529297,103.33334,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.16487794
254,"Cook, E. & E. K. & Co.",1879,1.3785561,3.1859739,2.8779316,4.4413791,4.63796,6.2219148,3.2580965,3.2188759,10.71841,10.756312,13.898714,13.897457,79,78,0,,.0850000008940697,.0125,0,17.77746391296387,1,45180.0333404541,3.96916675567627,26,1086763.1,.07943929,103.3333358764648,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.022031544
255,"Cook, Ebenezer",1841,1.7939792,,2.733633,,4.6443911,,0,,12.268262,,14.05254,,41,40,0,4.6443911,.119999997317791,.04,0,15.38869380950928,1,212832.666557312,6.013333320617676,1,1267478.5,.11740322,104,104,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.35052255
255,"Cook, Ebenezer",1842,2.5007527,1.7939792,2.779731,2.733633,4.6443911,4.6443911,.69314718,0,12.263239,12.268262,14.041601,14.05254,42,41,0,4.6443911,.2750000059604645,.005,0,16.11468505859375,1,211766.3332748413,12.19166660308838,2,1253689.8,.20243751,104,104,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,1.0851256
255,"Cook, Ebenezer",1843,2.036447,2.5007527,2.7899394,2.779731,4.6443911,4.6443911,1.0986123,.69314718,12.279578,12.263239,14.031227,14.041601,43,42,0,4.6443911,.1700000017881393,.01,0,16.28003311157227,1,215254.9999313354,7.663333415985107,3,1240751,.11449821,104,104,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.64753532
255,"Cook, Ebenezer",1844,1.9516082,2.036447,2.8019724,2.7899394,4.6443911,4.6443911,1.3862944,1.0986123,12.362119,12.279578,14.021094,14.031227,44,43,0,5.2257466,.1599999964237213,0,0,16.47711372375488,1,233775.9999313354,7.039999961853027,4,1228242.1,.14997143,104,186,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.59149218
255,"Cook, Ebenezer",1845,2.623702,1.9516082,3.0848019,2.8019724,5.2257466,4.6443911,1.6094379,1.3862944,12.438435,12.362119,14.010608,14.021094,45,44,0,5.2257466,.3050000071525574,.02,0,21.86313629150391,1,252315.1666030884,13.78666687011719,5,1215428.9,.28479555,186,186,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.6918844
255,"Cook, Ebenezer",1846,3.0291672,2.623702,3.0645895,3.0848019,5.2257466,5.2257466,1.7917595,1.6094379,12.381245,12.438435,14.000108,14.010608,46,45,0,5.2257466,.4575000107288361,.03,0,21.4256649017334,1,238290.3332901001,20.68000030517578,6,1202733.8,.44268301,186,186,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,1.1212332
255,"Cook, Ebenezer",1847,2.2115657,3.0291672,3.0948486,3.0645895,5.2257466,5.2257466,1.9459101,1.7917595,12.362609,12.381245,13.99081,14.000108,47,46,0,5.2257466,.2074999958276749,0,0,22.08389472961426,1,233890.5832748413,9.130000114440918,7,1191604,.21545829,186,186,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.32483134
255,"Cook, Ebenezer",1850,1.853168,,2.8364692,,4.6443911,,2.3025851,2.1972246,12.153888,12.200253,13.966244,13.973796,50,49,0,4.6443911,.1449999958276749,0,0,17.05543899536133,1,189830.6666183472,6.37999963760376,10,1162686.8,.2030174,104,104,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.61250615
256,"Cook, Ephraim",1849,.88376755,,2.8720653,,4.7004805,,0,,12.200253,,13.973796,,49,48,0,5.8536382,.0549999997019768,0,0,17.67348098754883,1,198839.4166183472,2.420000076293945,1,1171500.5,.069478199,110,348.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.42848489
256,"Cook, Ephraim",1850,2.620105,.88376755,4.0041432,2.8720653,5.8536382,4.7004805,.69314718,0,12.153888,12.200253,13.966244,13.973796,50,49,1.0986123,5.8536382,.306999996304512,.0125,0,54.82483673095703,3,189830.6666183472,13.73716640472412,2,1162686.8,.43695635,348.5,348.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.12826069
256,"Cook, Ephraim",1851,2.4327798,2.620105,4.0115404,4.0041432,5.8536382,5.8536382,1.0986123,.69314718,12.250927,12.153888,13.958548,13.966244,51,50,1.0986123,5.4910016,.2519999966025352,.0165,0,55.23187446594238,3,209175.0332870483,11.39050006866455,3,1153772,.38065004,348.5,242.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.038556963
256,"Cook, Ephraim",1852,.95679265,2.4327798,3.6329629,4.0115404,5.4910016,5.8536382,1.3862944,1.0986123,12.285057,12.250927,13.949748,13.958548,52,51,.69314718,4.8865829,.0575000010430813,.004,0,37.82472038269043,2,216437.4499206543,2.603333234786987,4,1143664.4,.085704193,242.5,132.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-1.1175946
256,"Cook, Ephraim",1853,.92821932,.95679265,2.9828598,3.6329629,4.8865829,5.4910016,1.6094379,1.3862944,12.326688,12.285057,13.941074,13.949748,53,52,0,,.0575000010430813,0,0,19.74420166015625,1,225638.1165618896,2.529999971389771,5,1133787.4,.083208248,132.5,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.49917734
257,"Cook, H. & S. & Co.",1856,1.5111634,,2.7592287,,4.3944492,,0,,12.284708,,13.918493,,56,55,0,4.3944492,.0904999971389771,.03,0,15.78766059875488,1,216361.9499053955,4.532000064849854,1,1108472,.18308666,81,81,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.63770884
257,"Cook, H. & S. & Co.",1857,1.2942705,1.5111634,2.7717841,2.7592287,4.3944492,4.3944492,.69314718,0,12.268147,12.284708,13.912344,13.918493,57,56,0,4.3944492,.0600000023841858,.055,0,15.98713207244873,1,212808.3665618896,3.648333549499512,2,1101677,.12147427,81,81,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.43056139
257,"Cook, H. & S. & Co.",1858,1.3854607,1.2942705,2.7783971,2.7717841,4.3944492,4.3944492,1.0986123,.69314718,12.191801,12.268147,13.9066,13.912344,58,57,0,4.3944492,.0700000002980232,.05,0,16.09320449829102,1,197166.0332565308,3.996666669845581,3,1095366.6,.12458847,81,81,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.52733248
257,"Cook, H. & S. & Co.",1859,2.1181815,1.3854607,2.7832875,2.7783971,4.3944492,4.3944492,1.3862944,1.0986123,12.144669,12.191801,13.901892,13.9066,59,58,0,5.2364421,.1439999938011169,.108,0,16.17210006713867,1,188088.6999053955,8.315999984741211,4,1090221.4,.26699331,81,188,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,1.2631437
257,"Cook, H. & S. & Co.",1860,2.4599307,2.1181815,3.5302899,2.7832875,5.2364421,4.3944492,1.6094379,1.3862944,12.051511,12.144669,13.897676,13.901892,60,59,.69314718,5.7317219,.2009999975562096,.156,0,34.13385963439941,2,171358.1165924072,11.70399951934814,5,1085635.8,.38842276,188,308.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.73292106
257,"Cook, H. & S. & Co.",1861,2.9057164,2.4599307,3.9678953,3.5302899,5.7317219,5.2364421,1.7917595,1.6094379,11.897931,12.051511,13.894493,13.897676,61,60,1.0986123,5.4271502,.2899999916553497,.301,0,52.87313079833984,3,146962.1998901367,18.2783317565918,6,1082185.8,.55265677,308.5,227.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.65898043
257,"Cook, H. & S. & Co.",1863,1.299283,,2.7800002,3.6017632,4.3944492,5.4271502,2.0794415,1.9459101,11.488565,11.653352,13.891661,13.892487,63,62,0,4.3944492,0,.2,0,16.1190242767334,1,97593.44989013672,3.666666746139526,8,1079124.4,.1493108,81,81,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.40411142
257,"Cook, H. & S. & Co.",1864,1.4067912,1.299283,2.7878115,2.7800002,4.3944492,4.3944492,2.1972246,2.0794415,11.34798,11.488565,13.891326,13.891661,64,63,0,4.3944492,.068000003695488,.0595,.25,16.24542808532715,1,84793.94992828369,4.082833290100098,9,1078763.1,.39933616,81,81,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.49448204
257,"Cook, H. & S. & Co.",1865,1.7971754,1.4067912,2.7808223,2.7878115,4.3944492,4.3944492,2.3025851,2.1972246,11.31901,11.34798,13.891262,13.891326,65,64,0,5.8081427,.102000005543232,.08425,.375,16.13228225708008,1,82372.69993591309,6.032583713531494,10,1078694.3,.62596655,81,333,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.87173474
257,"Cook, H. & S. & Co.",1866,2.8850427,1.7971754,4.0006957,2.7808223,5.8081427,4.3944492,2.3978953,2.3025851,11.297045,11.31901,13.890926,13.891262,66,65,1.0986123,6.2567091,.284000001847744,.295,0,54.63615131378174,3,80583.11661529541,17.90433311462402,11,1078332.5,.71257615,333,521.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.48506236
257,"Cook, H. & S. & Co.",1867,3.1062593,2.8850427,4.4915128,4.0006957,6.2567091,5.8081427,2.4849067,2.3978953,11.333413,11.297045,13.890308,13.890926,67,66,1.6094379,6.2567091,.2997500002384186,.499,.25,89.25637149810791,5,83567.78325653076,22.33733367919922,12,1077666.3,.91778696,521.5,521.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.23398426
257,"Cook, H. & S. & Co.",1868,2.8382983,3.1062593,4.4975414,4.4915128,6.2567091,6.2567091,2.5649493,2.4849067,11.310284,11.333413,13.889392,13.890308,68,67,1.6094379,5.8260002,.1949999975040555,.464,.25,89.79610061645508,5,81657.03327941895,17.08666610717773,13,1076679.3,.73306924,521.5,339,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.043719418
257,"Cook, H. & S. & Co.",1869,2.1026289,2.8382983,4.0238585,4.4975414,5.8260002,6.2567091,2.6390574,2.5649493,11.295695,11.310284,13.888688,13.889392,69,68,1.0986123,5.2390981,.091499999165535,.227,0,55.91645431518555,3,80474.44995880127,8.187666893005371,14,1075921.8,.28553581,339,188.5,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.34388354
257,"Cook, H. & S. & Co.",1870,1.6199162,2.1026289,3.5453212,4.0238585,5.2390981,5.8260002,2.7080503,2.6390574,11.247721,11.295695,13.888362,13.888688,70,69,.69314718,,.0364999994635582,.188,0,34.65081405639648,2,76704.8666305542,5.052666664123535,15,1075570.9,.13422994,188.5,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.23236179
258,"Cook, Henry",1850,2.1747518,,2.856591,,4.7361984,,0,,12.153888,,13.966244,,50,49,0,4.7361984,.2000000029802322,0,0,17.40210151672363,1,189830.6666183472,8.800000190734863,1,1162686.8,.28002402,114,114,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.83909881
258,"Cook, Henry",1851,1.4816046,2.1747518,2.9102948,2.856591,4.7361984,4.7361984,.69314718,0,12.250927,12.153888,13.958548,13.966244,51,50,0,4.7361984,.1000000014901161,0,0,18.36221122741699,1,209175.0332870483,4.400000095367432,2,1153772,.14761001,114,114,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.16645919
258,"Cook, Henry",1852,1.103268,1.4816046,2.9135985,2.9102948,4.7361984,4.7361984,1.0986123,.69314718,12.285057,12.250927,13.949748,13.958548,52,51,0,4.7361984,.0684999972581863,0,0,18.4229736328125,1,216437.4499206543,3.013999938964844,3,1143664.4,.098331742,114,114,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.19014031
258,"Cook, Henry",1853,.89281732,1.103268,2.904592,2.9135985,4.7361984,4.7361984,1.3862944,1.0986123,12.326688,12.285057,13.941074,13.949748,53,52,0,,.0555000007152557,0,0,18.25779342651367,1,225638.1165618896,2.441999912261963,4,1133787.4,.080314048,114,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.37897974
259,"Cook, I. McKim",1868,1.8730834,,3.0445225,,5.0434251,,0,,11.310284,,13.889392,,68,67,0,5.0434251,.116666667163372,.075,0,21.00000190734863,1,81657.03327941895,6.508333206176758,1,1076679.3,.2069875,155,155,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.24642503
259,"Cook, I. McKim",1869,1.8730834,1.8730834,3.0445225,3.0445225,5.0434251,5.0434251,.69314718,0,11.295695,11.310284,13.888688,13.889392,69,68,0,5.0434251,.116666667163372,.075,0,21.00000190734863,1,80474.44995880127,6.508333206176758,2,1075921.8,.20588489,155,155,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.23628488
259,"Cook, I. McKim",1870,1.8730834,1.8730834,3.0445225,3.0445225,5.0434251,5.0434251,1.0986123,.69314718,11.247721,11.295695,13.888362,13.888688,70,69,0,5.0434251,.116666667163372,.075,0,21.00000190734863,1,76704.8666305542,6.508333206176758,3,1075570.9,.15913433,155,155,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.22326407
259,"Cook, I. McKim",1871,1.8730834,1.8730834,3.0445225,3.0445225,5.0434251,5.0434251,1.3862944,1.0986123,11.097065,11.247721,13.888494,13.888362,71,70,0,5.0434251,.116666667163372,.075,0,21.00000190734863,1,65977.19995880127,6.508333206176758,4,1075712.3,.16312499,155,155,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.20396495
259,"Cook, I. McKim",1872,1.8730834,1.8730834,3.0445225,3.0445225,5.0434251,5.0434251,1.6094379,1.3862944,10.825562,11.097065,13.889244,13.888494,72,71,0,5.0434251,.116666667163372,.075,0,21.00000190734863,1,50290.03326416016,6.508333206176758,5,1076519.6,.17608102,155,155,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.17698266
259,"Cook, I. McKim",1873,1.8730834,1.8730834,3.0445225,3.0445225,5.0434251,5.0434251,1.7917595,1.6094379,10.693991,10.825562,13.89056,13.889244,73,72,0,,.116666667163372,.075,0,21.00000190734863,1,44090.11657714844,6.508333206176758,6,1077937.6,.17655092,155,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.15419374
260,"Cook, J. A,",1918,2.8033605,,2.9444389,,5.2321777,,0,,7.7386622,,13.999954,,118,117,0,5.2321777,.375,0,0,19,1,2295.39998626709,16.5,1,1202549.8,,187.1999969482422,187.2,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.18752944
260,"Cook, J. A,",1919,2.8033605,2.8033605,2.9444389,2.9444389,5.2321777,5.2321777,.69314718,0,7.7774572,7.7386622,14.003017,13.999954,119,118,0,,.375,0,0,19,1,2386.199989318848,16.5,2,1206238.3,,187.1999969482422,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.20909581
261,"Cook, J., Jr. & Co.",1846,1.7817092,,3.5514455,,5.480639,,0,,12.381245,,14.000108,,46,45,.69314718,6.089045,.1349999979138374,0,0,34.86367225646973,2,238290.3332901001,5.940000057220459,1,1202733.8,.12741876,240,441,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.3899565
261,"Cook, J., Jr. & Co.",1847,2.2470725,1.7817092,4.0664201,3.5514455,6.089045,5.480639,.69314718,0,12.362609,12.381245,13.99081,14.000108,47,46,1.0986123,6.2324481,.2149999998509884,0,0,58.34771537780762,3,233890.5832748413,9.460000038146973,2,1191604,.22324593,441,509,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.5328986
261,"Cook, J., Jr. & Co.",1848,1.704748,2.2470725,4.1442423,4.0664201,6.2324481,6.089045,1.0986123,.69314718,12.291662,12.362609,13.981936,13.99081,48,47,1.0986123,6.2324481,.1250000018626451,0,0,63.06982040405273,3,217871.8332824707,5.5,3,1181074.4,.13988316,509,509,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-1.2062923
261,"Cook, J., Jr. & Co.",1849,1.704748,1.704748,4.1442423,4.1442423,6.2324481,6.2324481,1.3862944,1.0986123,12.200253,12.291662,13.973796,13.981936,49,48,1.0986123,5.9162021,.1250000018626451,0,0,63.06982040405273,3,198839.4166183472,5.5,4,1171500.5,.157905,509,371,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-1.1925991
261,"Cook, J., Jr. & Co.",1850,1.4816046,1.704748,3.7707601,4.1442423,5.9162021,6.2324481,1.6094379,1.3862944,12.153888,12.200253,13.966244,13.973796,50,49,.69314718,5.1357985,.1000000014901161,0,0,43.41305351257324,2,189830.6666183472,4.400000095367432,5,1162686.8,.14001201,371,170,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-1.0749733
262,"Cook, Jesse",1863,2.0963397,,3.6038158,,5.3775907,,0,,11.488565,,13.891661,,63,62,.69314718,4.9272537,.0995000004768372,.205,.15,36.73815536499023,2,97593.44989013672,8.136333465576172,1,1079124.4,.45848021,216.5,138,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.18393235
262,"Cook, Jesse",1864,1.7245507,2.0963397,3.0376601,3.6038158,4.9272537,5.3775907,.69314718,0,11.34798,11.488565,13.891326,13.891661,64,63,0,4.9272537,.0775000005960464,.12,.15,20.85638427734375,1,84793.94992828369,5.610000133514404,2,1078763.1,.3464883,138,138,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.26095998
262,"Cook, Jesse",1865,2.1780796,1.7245507,2.9902582,3.0376601,4.9272537,4.9272537,1.0986123,.69314718,11.31901,11.34798,13.891262,13.891326,65,64,0,,.153999999165535,.112,.45,19.89081764221191,1,82372.69993591309,8.829333305358887,3,1078694.3,.80594784,138,0,1,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.70135736
263,"Cook, John Atkins",1898,2.2517128,,3.1572707,,5.9427996,,0,,9.3682222,,13.945134,,98,97,0,5.9427996,0,0,4.32,23.50635147094727,1,11710.28330993652,9.503999710083008,1,1138400.3,15.534719,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.95900738
263,"Cook, John Atkins",1899,3.8959546,2.2517128,3.1900263,3.1572707,5.9427996,5.9427996,.69314718,0,9.3934565,9.3682222,13.948046,13.945134,99,98,0,5.9427996,0,0,22.365,24.28906631469727,1,12009.53330993652,49.20299911499023,2,1141719.6,70.04718,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.66361684
263,"Cook, John Atkins",1900,3.1954024,3.8959546,3.1524646,3.1900263,5.9427996,5.9427996,1.0986123,.69314718,9.2823925,9.3934565,13.950538,13.948046,100,99,0,5.9427996,0,.45,11.1,23.39365005493164,1,10747.11663818359,24.42000007629395,3,1144567.4,32.383141,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.06311883
263,"Cook, John Atkins",1901,3.1954024,3.1954024,3.1524646,3.1524646,5.9427996,5.9427996,1.3862944,1.0986123,9.2576962,9.2823925,13.953332,13.950538,101,100,0,5.9427996,0,.45,11.1,23.39365005493164,1,10484.94998168945,24.42000007629395,4,1147770.4,34.319763,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-.086542614
263,"Cook, John Atkins",1902,2.1747518,3.1954024,3.239378,3.1524646,5.9427996,5.9427996,1.6094379,1.3862944,9.2054234,9.2576962,13.956308,13.953332,102,101,0,5.9427996,0,.1,4,25.51784324645996,1,9950.949981689453,8.800000190734863,5,1151191.5,18.77973,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,-1.1325203
263,"Cook, John Atkins",1903,3.4965076,2.1747518,3.2566595,3.239378,5.9427996,5.9427996,1.7917595,1.6094379,9.3561525,9.2054234,13.959177,13.956308,103,102,0,5.9427996,0,0,15,25.9626636505127,1,11569.78331756592,33,6,1154499.1,84.583336,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.1733965
263,"Cook, John Atkins",1904,3.4965076,3.4965076,3.2566595,3.2566595,5.9427996,5.9427996,1.9459101,1.7917595,9.2886543,9.3561525,13.961968,13.959177,104,103,0,5.9427996,0,0,15,25.9626636505127,1,10814.61664581299,33,7,1157726.4,93.44445,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.14806604
263,"Cook, John Atkins",1905,3.4965076,3.4965076,3.2566595,3.2566595,5.9427996,5.9427996,2.0794415,1.9459101,9.2795973,9.2886543,13.964752,13.961968,105,104,0,5.9427996,0,0,15,25.9626636505127,1,10717.11664581299,33,8,1160953,78.94445,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.12538125
263,"Cook, John Atkins",1906,3.4965076,3.4965076,3.2566595,3.2566595,5.9427996,5.9427996,2.1972246,2.0794415,9.3018818,9.2795973,13.967544,13.964752,106,105,0,5.9427996,0,0,15,25.9626636505127,1,10958.61664581299,33,9,1164199,72.5,381,381,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.10407231
263,"Cook, John Atkins",1909,3.3534067,,3.0910425,,4.6443911,,2.4849067,2.3978953,8.7810106,9.1207752,13.975949,13.973207,109,108,0,5.4930615,.6499999761581421,0,0,22.00000190734863,1,6509.449989318848,28.59999847412109,12,1174026.1,.41190735,104,243,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,1.2140399
263,"Cook, John Atkins",1910,3.8549588,3.3534067,3.8276923,3.0910425,5.4930615,4.6443911,2.5649493,2.4849067,8.8714514,8.7810106,13.978613,13.975949,110,109,.69314718,5.4930615,1.073333382606506,0,0,45.95635795593262,2,7125.616645812988,47.22666931152344,13,1177156.6,,243,243,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.81970316
263,"Cook, John Atkins",1911,3.8137484,3.8549588,3.7822039,3.8276923,5.4930615,5.4930615,2.6390574,2.5649493,8.8886003,8.8714514,13.981067,13.978613,111,110,.69314718,5.4930615,1.030000030994415,0,0,43.91271591186523,2,7248.866645812988,45.31999969482422,14,1180048.8,,243,243,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.75819206
263,"Cook, John Atkins",1914,2.3844724,,2.9957323,,4.6443911,,2.8332133,2.7725887,8.4640808,8.5638609,13.988256,13.985739,114,113,0,4.6443911,.2466666698455811,0,0,20,1,4741.366645812988,10.85333347320557,17,1188563.5,,104,104,0,1.0346789,-.04479159,3.6679804,.012068283,-54.851723,.12542593
