year,sperm,oil,bone,tonnage,sperm_caught,baleen_caught_oil,baleen_caught_bone,baleen_caught,whale_catch,index,gdp,sperm_oil_price,whale_oil_price,pred_bone_price,cpi,soil_real_price,woil_real_price,bone_real_price,soil_catchval,woil_catchval,bone_catchval,soil_cpi,woil_cpi,bone_cpi,soil_gpi,woil_gpi,bone_gpi,soil_catchval_cpi,woil_catchval_cpi,bone_catchval_cpi,soil_catchval_gpi,woil_catchval_gpi,bone_catchval_gpi,event,event_ton,event_cap,pop,real_gdp,real_gdp_per_capita,resident_population,johnston_williamson_estimates,berry,industrial_production_davies,pop_baleen,pop_sperm,whale_pop,whale_ratio,oil_cpi,whale_cpi,nmaster,nagent,nvoyage,petroleum_price,petroleum_price_ma,org_petroleum_price,ln_petroleum_price_ma,ln_petroleum_price,petroleum_quantity,wages_unskilled_labor,sperm_ratio,baleen_ratio,q_demanded,q_demanded_pre,q_demanded_post,soil_from_whale,ln_sperm,ln_oil,ln_bone,ln_soil_from_whale,ln_whale_catch,ln_tonnage,ln_soil_cpi,ln_woil_cpi,ln_oil_cpi,ln_bone_cpi,ln_whale_cpi,ln_event,ln_event_ton,ln_event_cap,ln_pop,ln_resident_population,ln_pop_baleen,ln_pop_sperm,ln_whale_pop,ln_petroleum_quantity,ln_sperm_caught,ln_baleen_caught,ln_index,ln_gdp,ln_real_gdp,ln_real_gdp_per_capita,ln_johnston_williamson_estimates,ln_berry,ln_industrial_production_davies,ln_wages_unskilled_labor,post_1829,post_1839,post_1849,post_1859,post_1869,post_1879,post_1889,post_1899,t,t2,t3,rev_cpi,rev_catchval_cpi,rev_catchval,rev_gpi,rev_catchval_gpi,rev_real,rev,price_whale_cpi,price_whale_catchval_cpi,price_whale_catchval,price_whale_gpi,price_whale_catchval_gpi,price_whale_real,price_whale,ln_price_whale,ln_price_whale_cpi,ln_price_whale_catchval_cpi,ln_price_whale_catchval,ln_price_whale_gpi,ln_price_whale_catchval_gpi,ln_price_whale_real,r_us,high_grade,r_new_england,r_railroad,highgrade,mediumgrade,new_england_hat,ln_r_us,ln_r_new_england,ln_r_railroad,money_market_rates,ln_money_market_rates,ln_wages,northeast,south,plains,west,wages,shipbuilding_capital_costs,wp_wholesale_prices,input_prices,freight_rates,tfp,freight_rate,seamen_wage,schwert,boston_banks,boston_industrials
1667,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,1,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-133,17689,-2352637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-132,17424,-2299968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-131,17161,-2248091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-130,16900,-2197000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-129,16641,-2146689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-128,16384,-2097152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-127,16129,-2048383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-126,15876,-2000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-125,15625,-1953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-124,15376,-1906624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-123,15129,-1860867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-122,14884,-1815848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-121,14641,-1771561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-120,14400,-1728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-119,14161,-1685159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-118,13924,-1643032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-117,13689,-1601613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-116,13456,-1560896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-115,13225,-1520875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-114,12996,-1481544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-113,12769,-1442897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-112,12544,-1404928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-111,12321,-1367631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-110,12100,-1331000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-109,11881,-1295029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-108,11664,-1259712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-107,11449,-1225043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-106,11236,-1191016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-105,11025,-1157625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-104,10816,-1124864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-103,10609,-1092727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-102,10404,-1061208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-101,10201,-1030301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-100,10000,-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-99,9801,-970299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-98,9604,-941192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-97,9409,-912673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-96,9216,-884736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-95,9025,-857375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-94,8836,-830584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-93,8649,-804357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-92,8464,-778688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-91,8281,-753571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-90,8100,-729000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-89,7921,-704969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-88,7744,-681472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-87,7569,-658503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-86,7396,-636056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-85,7225,-614125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-84,7056,-592704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-83,6889,-571787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-82,6724,-551368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-81,6561,-531441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,1,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-80,6400,-512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-79,6241,-493039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-78,6084,-474552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-77,5929,-456533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-76,5776,-438976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-75,5625,-421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,32,0,32,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-74,5476,-405224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-73,5329,-389017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-72,5184,-373248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,0,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-71,5041,-357911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-70,4900,-343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,0,2,100,,,,,.1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,-2.3025851,,,,,,,,,,,0,0,0,0,0,0,0,0,-69,4761,-328509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
